"","Probe","NCBIid","gene_ensembl_id","GeneSymbol","GeneName","pvalue","corrected_pvalue","rank","contrast_183236_coefficient","contrast_183236_log2fc","contrast_183236_tstat","contrast_183236_pvalue"
"35",18574,18574,"ENSMUSG00000022489","Pde1b","phosphodiesterase 1B, Ca2+-calmodulin dependent",3e-04,0.1713,0.002,-0.2048,-0.2048,-3.4307,0.0041
"36",52864,52864,"ENSMUSG00000039738","Slx4","SLX4 structure-specific endonuclease subunit homolog (S. cerevisiae)",3e-04,0.1713,0.0019,0.2561,0.2561,3.4307,0.0041
"37",17345,17345,"ENSMUSG00000031004","Mki67","antigen identified by monoclonal antibody Ki 67",4e-04,0.1815,0.0021,0.625,0.625,4.0854,0.0011
"38",57340,57340,"ENSMUSG00000025318","Jph3","junctophilin 3",4e-04,0.2081,0.0021,-0.2807,-0.2807,-5.3047,1e-04
"39",20671,20671,"ENSMUSG00000025902","Sox17","SRY (sex determining region Y)-box 17",5e-04,0.2129,0.0024,-0.6165,-0.6165,-2.5901,0.0215
"40",319278,319278,"ENSMUSG00000038884","Shfl","shiftless antiviral inhibitor of ribosomal frameshifting",5e-04,0.2129,0.0022,-0.275,-0.275,-3.4473,0.004
"41",22031,22031,"ENSMUSG00000021277","Traf3","TNF receptor-associated factor 3",5e-04,0.2129,0.0025,0.3019,0.3019,3.6464,0.0027
"42",102637427,102637427,"","Gm34237","predicted gene, 34237",5e-04,0.2129,0.0023,-1.0309,-1.0309,-3.1711,0.0068
"43",18073,18073,"ENSMUSG00000005397","Nid1","nidogen 1",5e-04,0.2129,0.0022,0.8342,0.8342,5.0789,2e-04
"44",70747,70747,"ENSMUSG00000027858","Tspan2","tetraspanin 2",5e-04,0.2129,0.0023,0.7285,0.7285,4.2183,9e-04
"45",56542,56542,"ENSMUSG00000009828","Cilk1","ciliogenesis associated kinase 1",5e-04,0.2129,0.0024,0.3861,0.3861,4.9068,2e-04
"46",75788,75788,"ENSMUSG00000038780","Smurf1","SMAD specific E3 ubiquitin protein ligase 1",6e-04,0.213,0.0026,0.3546,0.3546,4.3184,7e-04
"47",11489,11489,"ENSMUSG00000054555","Adam12","ADAM metallopeptidase domain 12",6e-04,0.213,0.0026,0.4788,0.4788,3.4023,0.0043
"48",319903,319903,"ENSMUSG00000115529","9630013A20Rik","RIKEN cDNA 9630013A20 gene",6e-04,0.213,0.0027,1.0804,1.0804,4.4338,6e-04
"49",75426,75426,"ENSMUSG00000035551","Igfbpl1","insulin-like growth factor binding protein-like 1",6e-04,0.213,0.0027,1.548,1.548,3.4968,0.0036
"50",56175,56175,"ENSMUSG00000040605","Bace2","beta-site APP-cleaving enzyme 2",6e-04,0.213,0.0028,1.6307,1.6307,6.2513,2.176e-05
"51",73385,73385,"ENSMUSG00000095595","Fam177a","family with sequence similarity 177, member A",6e-04,0.2137,0.0028,0.5972,0.5972,4.5759,4e-04
"52",78925,78925,"ENSMUSG00000021594","Srd5a1","steroid 5 alpha-reductase 1",7e-04,0.2137,0.0031,0.5191,0.5191,4.6467,4e-04
"53",20787,20787,"ENSMUSG00000020538","Srebf1","sterol regulatory element binding transcription factor 1",7e-04,0.2137,0.0031,-0.5391,-0.5391,-4.7894,3e-04
"54",20408,20408,"ENSMUSG00000030638","Sh3gl3","SH3-domain GRB2-like 3",7e-04,0.2137,0.0034,0.3994,0.3994,4.4172,6e-04
"55",11752,11752,"ENSMUSG00000021950","Anxa8","annexin A8",7e-04,0.2137,0.0033,1.2942,1.2942,4.0185,0.0013
"56",105247124,105247124,"","Gm42281","predicted gene, 42281",7e-04,0.2137,0.0033,-2.6519,-2.6519,-4.3837,6e-04
"57",22784,22784,"ENSMUSG00000029151","Slc30a3","solute carrier family 30 (zinc transporter), member 3",7e-04,0.2137,0.003,-0.47,-0.47,-4.9458,2e-04
"58",67956,67956,"ENSMUSG00000049327","Kmt5a","lysine methyltransferase 5A",6e-04,0.2137,0.0029,0.1127,0.1127,1.2579,0.2291
"59",320429,320429,"ENSMUSG00000062296","Trank1","tetratricopeptide repeat and ankyrin repeat containing 1",7e-04,0.2137,0.0034,-0.1856,-0.1856,-2.0743,0.0571
"60",21929,21929,"ENSMUSG00000019850","Tnfaip3","tumor necrosis factor, alpha-induced protein 3",6e-04,0.2137,0.0029,0.1053,0.1053,0.6892,0.502
"61",209630,209630,"ENSMUSG00000026657","Frmd4a","FERM domain containing 4A",7e-04,0.2137,0.0032,0.1699,0.1699,2.3501,0.034
"62",216867,216867,"ENSMUSG00000040938","Slc16a11","solute carrier family 16 (monocarboxylic acid transporters), member 11",7e-04,0.2137,0.0032,-0.5757,-0.5757,-3.4991,0.0036
"63",26921,26921,"ENSMUSG00000026074","Map4k4","mitogen-activated protein kinase kinase kinase kinase 4",8e-04,0.2169,0.0036,0.2749,0.2749,3.386,0.0045
"64",233271,233271,"ENSMUSG00000063297","Luzp2","leucine zipper protein 2",8e-04,0.2169,0.0035,-0.1829,-0.1829,-2.7403,0.016
"65",105244251,105244251,"","8030431J09Rik","RIKEN cDNA 8030431J09 gene",8e-04,0.2169,0.0035,0.4123,0.4123,2.2808,0.0388
"66",238123,238123,"ENSMUSG00000035933","Cog5","component of oligomeric golgi complex 5",8e-04,0.2242,0.0037,-0.2041,-0.2041,-3.183,0.0067
"67",14704,14704,"ENSMUSG00000071658","Gng3","guanine nucleotide binding protein (G protein), gamma 3",9e-04,0.225,0.004,0.3348,0.3348,3.5629,0.0031
"68",76687,76687,"ENSMUSG00000054408","Spcs3","signal peptidase complex subunit 3 homolog (S. cerevisiae)",0.001,0.225,0.0043,-0.1348,-0.1348,-2.2916,0.038
"69",78781,78781,"ENSMUSG00000029826","Zc3hav1","zinc finger CCCH type, antiviral 1",0.001,0.225,0.0042,-0.6602,-0.6602,-5.3528,1e-04
"70",11492,11492,"ENSMUSG00000011256","Adam19","ADAM metallopeptidase domain 19",0.001,0.225,0.0043,0.4627,0.4627,4.5509,5e-04
"71",70423,70423,"ENSMUSG00000037031","Tspan15","tetraspanin 15",9e-04,0.225,0.0038,0.3183,0.3183,2.9138,0.0114
"72",107993,107993,"ENSMUSG00000032556","Bfsp2","beaded filament structural protein 2, phakinin",0.001,0.225,0.0042,0.3072,0.3072,1.9077,0.0773
"73",22239,22239,"ENSMUSG00000032854","Ugt8a","UDP galactosyltransferase 8A",9e-04,0.225,0.004,0.5089,0.5089,3.2952,0.0053
"74",73569,73569,"ENSMUSG00000091243","Vgll3","vestigial like family member 3",0.001,0.225,0.0041,1.5854,1.5854,4.8638,3e-04
"75",13193,13193,"ENSMUSG00000031285","Dcx","doublecortin",9e-04,0.225,0.0039,0.6025,0.6025,4.5001,5e-04
"76",19270,19270,"ENSMUSG00000121513","Ptprg","protein tyrosine phosphatase receptor type G",9e-04,0.225,0.0039,0.3527,0.3527,4.1268,0.001
"77",65254,65254,"ENSMUSG00000029168","Dpysl5","dihydropyrimidinase-like 5",9e-04,0.225,0.0038,0.5402,0.5402,4.8179,3e-04
"78",194388,194388,"ENSMUSG00000034832","Tet3","tet methylcytosine dioxygenase 3",9e-04,0.225,0.0037,0.3148,0.3148,2.7692,0.0151
"79",52626,52626,"ENSMUSG00000020392","Cdkn2aipnl","CDKN2A interacting protein N-terminal like",0.001,0.2261,0.0044,-0.3031,-0.3031,-4.1854,9e-04
"80",68606,68606,"ENSMUSG00000026181","Ppm1f","protein phosphatase 1F (PP2C domain containing)",0.001,0.2282,0.0044,-0.177,-0.177,-2.9492,0.0106
"81",77383,77383,"ENSMUSG00000110027","C030029H02Rik","RIKEN cDNA C030029H02 gene",0.0011,0.2362,0.0047,-1.0198,-1.0198,-4.7857,3e-04
"82",115486847,115486847,"ENSMUSG00000088948","Gm23262","predicted gene, 23262",0.0012,0.2362,0.0049,0.5059,0.5059,3.4218,0.0042
"83",223527,223527,"ENSMUSG00000022338","Eny2","ENY2 transcription and export complex 2 subunit",0.0011,0.2362,0.0048,-0.1447,-0.1447,-2.4646,0.0274
"84",67888,67888,"ENSMUSG00000069763","Tmem100","transmembrane protein 100",0.0011,0.2362,0.0046,0.429,0.429,3.964,0.0014
"85",52463,52463,"ENSMUSG00000047146","Tet1","tet methylcytosine dioxygenase 1",0.0011,0.2362,0.0045,0.2977,0.2977,3.2649,0.0057
"86",17064,17064,"ENSMUSG00000027435","Cd93","CD93 antigen",0.0011,0.2362,0.0048,0.7565,0.7565,4.6667,4e-04
"87",75578,75578,"ENSMUSG00000028573","Fggy","FGGY carbohydrate kinase domain containing",0.0012,0.2362,0.005,-0.1626,-0.1626,-1.2424,0.2346
"88",71740,71740,"ENSMUSG00000006411","Nectin4","nectin cell adhesion molecule 4",0.0012,0.2362,0.005,-0.7619,-0.7619,-4.2542,8e-04
"89",12830,12830,"ENSMUSG00000031274","Col4a5","collagen, type IV, alpha 5",0.0012,0.2362,0.0049,1.2821,1.2821,5.4035,9.485e-05
"90",234854,234854,"ENSMUSG00000033862","Cdk10","cyclin dependent kinase 10",0.0011,0.2362,0.0045,-0.1918,-0.1918,-2.1579,0.0489
"91",18823,18823,"ENSMUSG00000031425","Plp1","proteolipid protein (myelin) 1",0.0011,0.2362,0.0047,0.5713,0.5713,3.4784,0.0037
"92",12444,12444,"ENSMUSG00000000184","Ccnd2","cyclin D2",0.0013,0.2456,0.0051,0.1918,0.1918,1.5679,0.1393
"93",16009,16009,"ENSMUSG00000020427","Igfbp3","insulin-like growth factor binding protein 3",0.0013,0.2473,0.0052,0.54,0.54,5.0552,2e-04
"94",93714,93714,"ENSMUSG00000103793","Pcdhga6","protocadherin gamma subfamily A, 6",0.0013,0.2473,0.0054,-0.4491,-0.4491,-5.1725,1e-04
"95",22253,22253,"ENSMUSG00000059921","Unc5c","unc-5 netrin receptor C",0.0013,0.2473,0.0053,0.1839,0.1839,2.7772,0.0149
"96",244672,244672,"ENSMUSG00000025898","Cwf19l2","CWF19 like cell cycle control factor 2",0.0013,0.2473,0.0052,-0.3466,-0.3466,-4.4944,5e-04
"97",381293,381293,"ENSMUSG00000041498","Kif14","kinesin family member 14",0.0013,0.2473,0.0053,1.6825,1.6825,3.1189,0.0076
"98",319156,319156,"ENSMUSG00000061482","H4c4","H4 clustered histone 4",0.0014,0.2511,0.0055,-0.2011,-0.2011,-2.9128,0.0114
"99",51789,51789,"ENSMUSG00000022791","Tnk2","tyrosine kinase, non-receptor, 2",0.0014,0.2511,0.0057,-0.3549,-0.3549,-4.3398,7e-04
"100",72640,72640,"ENSMUSG00000074480","Mex3a","mex3 RNA binding family member A",0.0014,0.2511,0.0058,0.3402,0.3402,1.8989,0.0785
"101",102636107,102636107,"","Gm33272","predicted gene, 33272",0.0014,0.2511,0.0054,0.8358,0.8358,2.7134,0.0169
"102",68612,68612,"ENSMUSG00000001403","Ube2c","ubiquitin-conjugating enzyme E2C",0.0014,0.2511,0.0057,2.0044,2.0044,4.3124,7e-04
"103",76238,76238,"ENSMUSG00000035637","Grhpr","glyoxylate reductase/hydroxypyruvate reductase",0.0015,0.2511,0.0058,-0.3446,-0.3446,-3.5945,0.003
"104",53374,53374,"ENSMUSG00000057337","Chst3","carbohydrate sulfotransferase 3",0.0014,0.2511,0.0056,0.6268,0.6268,3.1466,0.0072
"105",18822,18822,"ENSMUSG00000019055","Plod1","procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1",0.0014,0.2511,0.0055,0.3811,0.3811,3.6066,0.0029
"106",93883,93883,"ENSMUSG00000043458","Pcdhb12","protocadherin beta 12",0.0015,0.2517,0.0059,-0.1704,-0.1704,-1.5952,0.1331
"107",21828,21828,"ENSMUSG00000021702","Thbs4","thrombospondin 4",0.0015,0.2517,0.0059,0.4412,0.4412,2.0082,0.0644
"108",13867,13867,"ENSMUSG00000018166","Erbb3","erb-b2 receptor tyrosine kinase 3",0.0016,0.2549,0.006,0.2038,0.2038,1.6948,0.1123
"109",73251,73251,"ENSMUSG00000037111","Setd7","SET domain containing (lysine methyltransferase) 7",0.0016,0.2549,0.0061,0.2248,0.2248,3.2218,0.0062
"110",100043143,100043143,"ENSMUSG00000098243","Gm4258","predicted gene 4258",0.0015,0.2549,0.006,0.3218,0.3218,2.5084,0.0251
"111",17069,17069,"ENSMUSG00000022587","Ly6e","lymphocyte antigen 6 family member E",0.0016,0.2573,0.0062,0.2275,0.2275,2.9275,0.0111
"112",12268,12268,"ENSMUSG00000073418","C4b","complement C4B (Chido blood group)",0.0018,0.2606,0.0068,-0.6801,-0.6801,-4.7482,3e-04
"113",14580,14580,"ENSMUSG00000020932","Gfap","glial fibrillary acidic protein",0.0017,0.2606,0.0064,0.0134,0.0134,0.1484,0.8842
"114",70296,70296,"ENSMUSG00000039678","Tbc1d13","TBC1 domain family, member 13",0.0017,0.2606,0.0063,0.1027,0.1027,1.4716,0.1634
"115",76380,76380,"ENSMUSG00000020728","Cep112","centrosomal protein 112",0.0018,0.2606,0.0067,-0.5438,-0.5438,-4.1085,0.0011
"116",17357,17357,"ENSMUSG00000047945","Marcksl1","MARCKS-like 1",0.0017,0.2606,0.0065,0.4079,0.4079,4.8547,3e-04
"117",277773,277773,"ENSMUSG00000050141","Spata31f3","spermatogenesis associated 31 subfamily F member 3",0.0018,0.2606,0.0069,-1.087,-1.087,-4.8294,3e-04
"118",227753,227753,"ENSMUSG00000026879","Gsn","gelsolin",0.0018,0.2606,0.0068,0.8012,0.8012,4.2203,9e-04
"119",320332,320332,"ENSMUSG00000096010","H4c16","H4 histone 16",0.0018,0.2606,0.007,-0.2919,-0.2919,-2.2412,0.0418
"120",140492,140492,"ENSMUSG00000054477","Kcnn2","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2",0.0018,0.2606,0.0067,0.0974,0.0974,1.3927,0.1856
"121",215690,215690,"ENSMUSG00000009418","Nav1","neuron navigator 1",0.0017,0.2606,0.0063,0.3766,0.3766,2.4614,0.0275
"122",14055,14055,"ENSMUSG00000006920","Ezh1","enhancer of zeste 1 polycomb repressive complex 2 subunit",0.0017,0.2606,0.0064,-0.2498,-0.2498,-3.7992,0.002
"123",12950,12950,"ENSMUSG00000021613","Hapln1","hyaluronan and proteoglycan link protein 1",0.0018,0.2606,0.0066,0.2456,0.2456,3.2505,0.0058
"124",13360,13360,"ENSMUSG00000058454","Dhcr7","7-dehydrocholesterol reductase",0.0018,0.2606,0.0069,0.2684,0.2684,2.316,0.0363
"125",208884,208884,"ENSMUSG00000036985","Zdhhc9","zinc finger, DHHC domain containing 9",0.0016,0.2606,0.0062,0.5304,0.5304,3.4557,0.0039
"126",244810,244810,"ENSMUSG00000038112","AW551984","expressed sequence AW551984",0.0017,0.2606,0.0065,1.0418,1.0418,6.0894,2.861e-05
"127",381280,381280,"ENSMUSG00000044783","Hjurp","Holliday junction recognition protein",0.0018,0.2606,0.007,-0.2874,-0.2874,-3.2509,0.0058
"128",18111,18111,"ENSMUSG00000067786","Nnat","neuronatin",0.0019,0.2618,0.0071,0.6776,0.6776,5.5528,7.267e-05
"129",215458,215458,"ENSMUSG00000108171","Gm43915","predicted gene, 43915",0.0019,0.2618,0.0072,0.796,0.796,2.5071,0.0252
"130",14789,14789,"ENSMUSG00000023191","P3h3","prolyl 3-hydroxylase 3",0.002,0.2687,0.0073,-0.3725,-0.3725,-2.8251,0.0136
"131",13717,13717,"ENSMUSG00000029675","Eln","elastin",0.0019,0.2687,0.0072,1.2086,1.2086,5.5927,6.77e-05
"132",17295,17295,"ENSMUSG00000009376","Met","met proto-oncogene",0.002,0.2742,0.0073,0.6861,0.6861,6.0231,3.203e-05
"133",15208,15208,"ENSMUSG00000048001","Hes5","hes family bHLH transcription factor 5",0.0021,0.2807,0.0074,-0.5625,-0.5625,-3.1248,0.0075
"134",72301,72301,"ENSMUSG00000062760","Shisal1","shisa like 1",0.0022,0.2973,0.0074,0.1869,0.1869,1.9453,0.0722
"135",545192,545192,"ENSMUSG00000047507","Baiap3","BAI1-associated protein 3",0.0023,0.304,0.0075,1.0721,1.0721,6.1567,2.552e-05
"136",14284,14284,"ENSMUSG00000029135","Fosl2","fos-like antigen 2",0.0023,0.3102,0.0075,0.1535,0.1535,1.6876,0.1138
"137",73884,73884,"ENSMUSG00000027520","Zdbf2","zinc finger, DBF-type containing 2",0.0024,0.3128,0.0076,0.4306,0.4306,3.9979,0.0013
"138",50918,50918,"ENSMUSG00000068566","Myadm","myeloid-associated differentiation marker",0.0024,0.3138,0.0077,0.3834,0.3834,2.6659,0.0185
"139",100862375,100862375,"ENSMUSG00000022066","Entpd4b","ectonucleoside triphosphate diphosphohydrolase 4B",0.0025,0.3142,0.0079,-0.1408,-0.1408,-2.3671,0.033
"140",240084,240084,"ENSMUSG00000040312","Cchcr1","coiled-coil alpha-helical rod protein 1",0.0025,0.3142,0.0078,-0.3001,-0.3001,-1.316,0.2094
"141",54325,54325,"ENSMUSG00000006390","Elovl1","ELOVL fatty acid elongase 1",0.0025,0.3142,0.0079,0.655,0.655,4.016,0.0013
"142",66270,66270,"ENSMUSG00000022270","Retreg1","reticulophagy regulator 1",0.0025,0.3142,0.008,-0.1113,-0.1113,-1.8659,0.0833
"143",26407,26407,"ENSMUSG00000014426","Map3k4","mitogen-activated protein kinase kinase kinase 4",0.0025,0.3142,0.0078,-0.3538,-0.3538,-4.6131,4e-04
"144",74148,74148,"ENSMUSG00000020741","Cluh","clustered mitochondria homolog",0.0024,0.3142,0.0077,-0.165,-0.165,-2.8913,0.0119
"145",268281,268281,"ENSMUSG00000090112","Shprh","SNF2 histone linker PHD RING helicase",0.0026,0.3152,0.0081,0.1618,0.1618,3.2283,0.0061
"146",320557,320557,"ENSMUSG00000041817","Fam169a","family with sequence similarity 169, member A",0.0026,0.3152,0.008,-0.1014,-0.1014,-1.7098,0.1095
"147",268490,268490,"ENSMUSG00000020922","Lsm12","LSM12 homolog",0.0026,0.3152,0.0082,0.2157,0.2157,2.4506,0.0281
"148",78825,78825,"ENSMUSG00000026502","Desi2","desumoylating isopeptidase 2",0.0026,0.3152,0.0082,0.1426,0.1426,1.9885,0.0668
"149",269902,269902,"ENSMUSG00000066537","Vmn2r57","vomeronasal 2, receptor 57",0.0026,0.3152,0.0083,-1.1439,-1.1439,-2.7728,0.015
"150",107585,107585,"ENSMUSG00000075707","Dio3","deiodinase, iodothyronine type III",0.0026,0.3152,0.0083,1.5306,1.5306,4.4711,5e-04
"151",75657,75657,"ENSMUSG00000073119","Speer4a","spermatogenesis associated glutamate (E)-rich protein 4A",0.0026,0.3152,0.0084,1.1236,1.1236,1.9616,0.0701
"152",320244,320244,"ENSMUSG00000012609","Ttll5","tubulin tyrosine ligase-like family, member 5",0.0027,0.3157,0.0084,-0.3154,-0.3154,-4.4398,6e-04
"153",70997,70997,"ENSMUSG00000027329","Spef1","sperm flagellar 1",0.0027,0.3199,0.0085,0.4792,0.4792,3.4842,0.0037
"154",14579,14579,"ENSMUSG00000028214","Gem","GTP binding protein overexpressed in skeletal muscle",0.0028,0.3219,0.0085,0.4037,0.4037,1.4367,0.1729
"155",75869,75869,"ENSMUSG00000017418","Arl5b","ADP-ribosylation factor-like 5B",0.0028,0.3219,0.0086,0.0975,0.0975,1.275,0.2232
"156",269642,269642,"ENSMUSG00000048142","Nat8l","N-acetyltransferase 8-like",0.0028,0.3223,0.0087,-0.2423,-0.2423,-3.6415,0.0027
"157",77951,77951,"ENSMUSG00000049439","Cyp20a1","cytochrome P450, family 20, subfamily a, polypeptide 1",0.0028,0.3223,0.0087,-0.2736,-0.2736,-2.6859,0.0178
"158",78473,78473,"ENSMUSG00000057058","Skap1","src family associated phosphoprotein 1",0.0029,0.3294,0.0088,-0.5578,-0.5578,-1.6984,0.1117
"159",319189,319189,"ENSMUSG00000105827","H2bc18","H2B clustered histone 18",0.003,0.3302,0.009,-0.4809,-0.4809,-3.2515,0.0058
"160",170439,170439,"ENSMUSG00000041220","Elovl6","ELOVL fatty acid elongase 6",0.003,0.3302,0.0091,0.1654,0.1654,2.5527,0.0231
"161",14403,14403,"ENSMUSG00000029054","Gabrd","gamma-aminobutyric acid (GABA) A receptor, subunit delta",0.003,0.3302,0.009,-0.4122,-0.4122,-2.9047,0.0116
"162",102638331,102638331,"","Gm34921","predicted gene, 34921",0.0029,0.3302,0.0088,-1.8686,-1.8686,-2.4915,0.026
"163",217258,217258,"ENSMUSG00000041828","Abca8a","ATP-binding cassette, sub-family A member 8a",0.003,0.3302,0.0089,-0.662,-0.662,-3.6319,0.0027
"164",77595,77595,"ENSMUSG00000027939","Nup210l","nucleoporin 210-like",0.0029,0.3302,0.0089,0.9338,0.9338,2.8565,0.0127
"165",102638120,102638120,"ENSMUSG00000119948","Gm34758","predicted gene, 34758",0.003,0.3319,0.0092,-0.5587,-0.5587,-3.8615,0.0017
"166",100910,100910,"ENSMUSG00000038181","Chpf2","chondroitin polymerizing factor 2",0.0031,0.3322,0.0092,-0.1666,-0.1666,-1.6505,0.1212
"167",71339,71339,"ENSMUSG00000097699","5430400D12Rik","RIKEN cDNA 5430400D12 gene",0.0031,0.3329,0.0093,-0.4051,-0.4051,-3.2742,0.0056
"168",21922,21922,"ENSMUSG00000025784","Clec3b","C-type lectin domain family 3, member b",0.0031,0.3329,0.0093,2.2935,2.2935,4.2769,8e-04
"169",55984,55984,"ENSMUSG00000020785","Camkk1","calcium/calmodulin-dependent protein kinase kinase 1, alpha",0.0031,0.3332,0.0094,-0.4038,-0.4038,-4.8045,3e-04
"170",20677,20677,"ENSMUSG00000076431","Sox4","SRY (sex determining region Y)-box 4",0.0032,0.3347,0.0096,0.4064,0.4064,3.4055,0.0043
"171",102635133,102635133,"","Gm10777","predicted gene 10777",0.0032,0.3347,0.0095,-0.3665,-0.3665,-3.2624,0.0057
"172",14696,14696,"ENSMUSG00000027669","Gnb4","guanine nucleotide binding protein (G protein), beta 4",0.0032,0.3347,0.0097,0.5186,0.5186,5.4469,8.775e-05
"173",50914,50914,"ENSMUSG00000046160","Olig1","oligodendrocyte transcription factor 1",0.0032,0.3347,0.0095,0.359,0.359,3.1763,0.0068
"174",54377,54377,"ENSMUSG00000020723","Cacng4","calcium channel, voltage-dependent, gamma subunit 4",0.0032,0.3347,0.0094,0.1633,0.1633,1.5531,0.1428
